model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
   time                timeInYear       surfaceFlux    Tg[K] on rho_b         Ts     neutrinoLosses
   0.4041930000000E+14   0.128084E+07  -0.123139E+26   0.102043E+05   0.102043E+05  -0.125670E+16
   0.4044030000000E+14   0.128150E+07  -0.122403E+26   0.101891E+05   0.101891E+05  -0.124546E+16
   0.4046130000000E+14   0.128217E+07  -0.121674E+26   0.101739E+05   0.101739E+05  -0.123435E+16
   0.4048230000000E+14   0.128283E+07  -0.120951E+26   0.101587E+05   0.101587E+05  -0.122336E+16
   0.4050330000000E+14   0.128350E+07  -0.120235E+26   0.101436E+05   0.101436E+05  -0.121251E+16
   0.4052430000000E+14   0.128417E+07  -0.119525E+26   0.101286E+05   0.101286E+05  -0.120179E+16
   0.4054530000000E+14   0.128483E+07  -0.118821E+26   0.101137E+05   0.101137E+05  -0.119119E+16
   0.4056630000000E+14   0.128550E+07  -0.118124E+26   0.100988E+05   0.100988E+05  -0.118072E+16
   0.4058730000000E+14   0.128616E+07  -0.117433E+26   0.100840E+05   0.100840E+05  -0.117037E+16
   0.4060830000000E+14   0.128683E+07  -0.116747E+26   0.100693E+05   0.100693E+05  -0.116014E+16
   0.4062930000000E+14   0.128749E+07  -0.116068E+26   0.100546E+05   0.100546E+05  -0.115003E+16
   0.4065030000000E+14   0.128816E+07  -0.115395E+26   0.100400E+05   0.100400E+05  -0.114003E+16
   0.4067130000000E+14   0.128882E+07  -0.114727E+26   0.100254E+05   0.100254E+05  -0.113016E+16
   0.4069230000000E+14   0.128949E+07  -0.114065E+26   0.100109E+05   0.100109E+05  -0.112039E+16
   0.4071330000000E+14   0.129015E+07  -0.113409E+26   0.999651E+04   0.999651E+04  -0.111074E+16
   0.4073430000000E+14   0.129082E+07  -0.112759E+26   0.998215E+04   0.998215E+04  -0.110120E+16
   0.4075530000000E+14   0.129149E+07  -0.112114E+26   0.996784E+04   0.996784E+04  -0.109176E+16
   0.4077630000000E+14   0.129215E+07  -0.111475E+26   0.995360E+04   0.995360E+04  -0.108244E+16
   0.4079730000000E+14   0.129282E+07  -0.110841E+26   0.993942E+04   0.993942E+04  -0.107322E+16
   0.4081830000000E+14   0.129348E+07  -0.110212E+26   0.992530E+04   0.992530E+04  -0.106410E+16
   0.4083930000000E+14   0.129415E+07  -0.109589E+26   0.991124E+04   0.991124E+04  -0.105509E+16
   0.4086030000000E+14   0.129481E+07  -0.108971E+26   0.989724E+04   0.989724E+04  -0.104618E+16
   0.4088130000000E+14   0.129548E+07  -0.108358E+26   0.988330E+04   0.988330E+04  -0.103737E+16
   0.4090230000000E+14   0.129614E+07  -0.107751E+26   0.986942E+04   0.986942E+04  -0.102866E+16
   0.4092330000000E+14   0.129681E+07  -0.107149E+26   0.985560E+04   0.985560E+04  -0.102004E+16
   0.4094430000000E+14   0.129747E+07  -0.106551E+26   0.984183E+04   0.984183E+04  -0.101153E+16
   0.4096530000000E+14   0.129814E+07  -0.105959E+26   0.982812E+04   0.982812E+04  -0.100310E+16
   0.4098630000000E+14   0.129881E+07  -0.105371E+26   0.981447E+04   0.981447E+04  -0.994770E+15
   0.4100730000000E+14   0.129947E+07  -0.104789E+26   0.980088E+04   0.980088E+04  -0.986532E+15
   0.4102830000000E+14   0.130014E+07  -0.104211E+26   0.978734E+04   0.978734E+04  -0.978384E+15
   0.4104930000000E+14   0.130080E+07  -0.103638E+26   0.977386E+04   0.977386E+04  -0.970325E+15
   0.4107030000000E+14   0.130147E+07  -0.103070E+26   0.976043E+04   0.976043E+04  -0.962355E+15
   0.4109130000000E+14   0.130213E+07  -0.102506E+26   0.974706E+04   0.974706E+04  -0.954471E+15
   0.4111230000000E+14   0.130280E+07  -0.101947E+26   0.973374E+04   0.973374E+04  -0.946674E+15
   0.4113330000000E+14   0.130346E+07  -0.101392E+26   0.972048E+04   0.972048E+04  -0.938961E+15
   0.4115430000000E+14   0.130413E+07  -0.100842E+26   0.970727E+04   0.970727E+04  -0.931332E+15
   0.4117530000000E+14   0.130479E+07  -0.100297E+26   0.969412E+04   0.969412E+04  -0.923785E+15
